Gene Name,Dextrose_exp_1,Dextrose_exp_2,Dextrose_sta_1,Dextrose_sta_2,Dextrose_nrp1_1,Dextrose_nrp1_2,Lipid_exp_1,Lipid_exp_2,Lipid_sta_1,Lipid_sta_2,Lipid_nrp1_1,Lipid_nrp1_2
dnaA,90.17851044,70.8838861,10.84312743,11.06312293,75.45794816,36.19625137,12.53692574,9.845196691,1.658530627,4.054309775,14.86222863,24.13557428
dnaN,55.75893469,52.903906,8.48664497,8.408664812,29.92692951,13.15786848,17.25233469,15.52828767,1.159975763,2.292046215,7.753280932,11.89755719
recF,34.66922773,30.83471408,5.263609383,5.69448299,12.44594317,4.784155258,5.869581624,6.617651758,1.154734277,1.487535105,2.692873893,7.639878028
Rv0004,40.07757766,40.38714109,7.084718681,6.731679279,15.58164915,6.875950801,15.61294979,13.67525,2.891329987,3.917336318,4.601970183,13.80379664
gyrB,608.4083452,572.4128619,202.6243043,216.6367495,284.5654324,156.9798416,190.9355961,164.6738537,107.8214591,123.9003465,118.7026598,256.5408285
IGR3_Rodriguez_Rv0005-Rv0006,142.957457,136.970537,77.38013303,72.35383989,68.06329254,24.03741478,65.63209443,52.26474064,48.04530208,56.24798907,19.67582352,49.63254004
gyrA,407.5192044,371.0289428,115.6062471,122.081945,108.4153796,38.94292604,184.0744879,167.8762996,95.09560205,98.06611988,39.55624238,88.83161451
IGR4_Rodriguez_Rv0006-Rv0007,72.10701218,66.52675588,33.14207383,35.6070404,25.37582861,7.156601854,41.7449692,48.28110771,17.17450012,21.71133858,4.966154873,16.83029751
Rv0007,167.0255358,157.8295908,52.07061535,57.19023298,47.418425,17.90461702,97.36039147,89.93096985,41.61429632,41.80567387,15.24430439,32.578267
ileT,4.973505549,10.94649743,2.288010385,2.3627907,5.089604316,2.673770168,3.787670951,3.351369166,1.983296083,2.024166453,2.271009202,3.375635774
alaT,2.100681567,1.331573934,3.24709419,0.342165385,2.063729969,0.542079431,0,0.679455667,0,0,0.255790991,0.285156447
IGR6_Rodriguez_Rv0007-Rv0008c,10.89005502,11.73972188,4.907616477,3.258009537,14.19188218,3.727778118,5.246930653,3.234799804,1.536176193,3.663301244,1.759026451,4.525308827
Rv0008c,22.26722461,18.86396407,19.7918122,20.98614362,42.7077452,33.4282316,12.58521413,10.53156283,3.201850906,3.847302676,13.13060419,15.49350027
IGR7_Rodriguez_Rv0008c-Rv0009,0.902057379,1.270652251,0.995957462,1.714181488,1.476983213,1.551835235,0.457986357,0,0.159873541,0,0.549198304,0.612247665
IGR8_Rodriguez_Rv0008c-Rv0009,2.385440624,2.160108827,3.386255369,2.775341457,4.463771489,0.43968665,2.076204817,0.826671061,0.181190013,0,1.244849488,1.619054936
ppiA,330.1628592,313.1567605,11.10247662,11.69283204,139.995948,116.913401,74.32643065,68.25682914,4.306975708,7.775896265,29.28457403,22.14351481
IGR9_Rodriguez_Rv0009-Rv0010c,11.98595782,7.448651126,4.281472306,3.158147175,5.194906475,4.548482585,1.610848565,1.140235946,1.312065608,0.6456393,1.717033777,6.220999261
Rv0010c,74.15504556,76.36441063,13.35424653,12.25450066,38.84188483,20.80770625,10.69172375,7.509899076,5.206022895,4.966572735,10.56368756,22.9176086
IGR10_Rodriguez_Rv0010c-Rv0011c,130.1689776,114.033652,25.46254037,27.68887175,91.38404277,46.3204773,25.16794793,19.2249084,15.29580803,18.72353969,17.08049298,28.96548448
Rv0011c,168.1409364,162.9273572,132.6883753,117.1843643,134.8925626,75.35480776,68.33253887,51.97474437,44.6999616,56.43620119,35.1603765,31.51989928
Rv0012,98.15161721,105.664639,27.42480584,26.81423058,119.7198789,148.2061654,63.49989543,53.68647043,16.03841632,19.31680774,29.41726072,42.00220735
trpG,53.57369103,50.2016708,13.8066206,14.97255026,39.76444505,30.51387609,14.06784702,10.04068284,4.432545371,6.723331133,7.586636366,19.92301199
pknB,96.83617134,100.9428846,12.85372852,13.70407839,23.44013976,8.162603835,20.60062077,19.63178963,4.967553932,5.385132893,5.747750029,11.43187798
pknA,133.7313985,141.6321354,24.14274662,27.61850214,34.71822269,21.09885243,39.37940561,33.27733739,6.517807395,9.015037629,11.97303154,20.72004829
pbpA,126.0667968,120.2548389,41.59404461,40.75013554,48.19308167,23.59294219,32.34575188,26.58117111,8.816440854,10.73178494,12.77741853,19.97022464
rodA,106.6487725,107.5458437,11.74382181,10.43410288,28.08258366,10.94539107,39.92276816,28.68724469,4.44108286,6.134947047,5.601822697,11.70739116
pstP,121.2306732,124.4684067,19.0243991,17.79990841,41.79910293,21.41231297,26.35066745,19.53512002,7.842185202,8.216543631,10.07965508,20.08885639
fhaB,176.9420243,172.2548321,35.45438314,33.09060968,72.5899378,33.31471924,40.67564726,36.8292556,13.69378364,17.76335817,13.60556652,29.80128591
IGR11_Rodriguez_Rv0019c-Rv0020c,252.5614579,225.3684391,60.45905336,54.81018473,150.9572519,54.63151127,84.54020223,90.36485283,27.99275659,33.35367394,21.77226635,60.76372168
Miotto_candidate_1,1.235031579,0.869842481,0.227265461,0.670552298,1.179604043,0.796747621,0.313520862,0.499331513,0,0.25132268,0.125320418,0.419122563
fhaA,416.2903687,421.3439546,105.3287892,106.992567,246.1097874,126.809627,159.564008,146.170474,46.98586461,52.99092704,68.36062673,133.9399992
Miotto_candidate_2,0,0,0,0,0.224184952,0,0,0.221429749,0,0,0,0.371721797
Miotto_candidate_3,0.528792257,0.558648834,0,0.64598465,0.649363309,0,0,0.21379424,0.140578458,0.161409825,0.48291575,0.717807607
Miotto_candidate_4,8.945402341,10.95937566,4.481808577,4.407895255,18.769995,10.37789813,3.950132327,1.641185195,0.319747081,0.917820573,4.713952106,4.693898764
IGR12_Rodriguez_Rv0020c-Rv0021c,0.902057379,0,1.327943282,2.938596837,1.723147082,0.387958809,0,0,0,0,0.366132202,0
Miotto_candidate_900,0,0.305675777,0.319458054,0.235642199,0,0,0,0,0,0.353274334,0,0
leuT,0,0,0.407982575,3.912228319,0.302514634,0,0,0,0.196471098,0,0,0
Miotto_candidate_901,0,0,0,0,0,0,0,0,0,0,0,0
Rv0021c,23.16863163,23.20612269,12.23105655,12.86280545,15.31398384,11.63876426,5.568149916,3.583094382,0.656322956,1.140029764,4.894609443,6.573606507
whiB5,2.26373447,1.928668595,25.07441476,22.95603862,12.01631343,12.53106952,0.889802065,1.00381486,0.038826431,0.089159713,3.201041541,1.536450092
Rv0023,52.11107089,63.58452635,28.19683459,24.29773649,19.7352543,13.13927421,11.20908243,13.05947279,2.284263193,2.695606881,9.396918316,19.11546795
Rv0024,45.27986838,46.76405811,19.3328764,21.84843275,16.94689841,10.10343791,15.65436345,12.63458253,2.756401254,3.585358664,9.226012165,20.9148434
Rv0025,66.24033469,79.70980091,17.81748693,20.09255468,61.76882138,25.50909324,31.46479821,21.45245563,5.211084658,8.252799863,18.31266189,29.01682872
IGR13_Rodriguez_Rv0025-Rv0026,0,0,0,1.469298419,0,0,0,0,0,0,0,0.40816511
Rv0026,24.68168282,24.29521063,15.58632761,17.69048385,10.86739468,6.463099976,3.277305488,2.761707331,0.556886898,1.139814591,2.730905893,6.382466006
Rv0027,23.05068636,23.84271063,39.50631264,42.25850105,52.34930125,10.07960905,22.69624842,26.43787639,16.25582094,13.07115035,10.39331884,22.5183921
Rv0028,17.0388616,14.71838857,24.89893654,28.40643609,27.24213482,6.595299748,10.68634832,12.23797355,13.37608622,9.606521998,5.858115239,11.70073315
IGR14_Rodriguez_Rv0028-Rv0029,4.883750141,3.714836835,10.35288266,13.84135262,8.796046525,2.268447047,2.677907487,5.528691809,4.985610536,3.816262867,2.140823961,4.375425987
IGR15_Rodriguez_Rv0028-Rv0029,1.978706509,3.396945332,1.092340442,0.402872147,5.669709755,0.957382222,4.520768554,4.600024453,0.13150888,0.301992576,1.054106422,1.007246158
Rv0029,68.71409761,71.35441451,15.94439004,17.10702275,56.18589421,33.84145608,25.50583582,21.18626927,4.767376559,4.87698757,20.98557744,27.31918223
Rv0030,24.53596071,24.8412515,13.95547667,13.39733012,51.05438641,30.93795155,8.493565162,6.613368488,5.139207628,5.276633913,12.84458336,19.42865923
IGR16_Rodriguez_Rv0031-Rv0032,5.350927601,3.44698217,5.47564698,4.357876586,18.2705966,31.82582942,0.695749487,1.055324759,0.138783839,0.079674637,3.416714553,7.352182596
bioF2,6.952385239,7.512813729,3.450588373,3.774751982,5.127988782,2.887579423,1.643886262,1.284980924,0.225314005,0.258701757,0.951374609,2.085237297
acpA,4.995484424,5.400272066,1.667474235,3.027645226,2.092392886,0.749465881,2.034916653,3.193956372,0,0.283689995,0.565840677,1.103901093
Rv0034,6.892994012,8.591341924,2.137787481,2.586113631,4.375003306,0.899359057,2.418306747,4.321235092,0.288256838,0.189126664,1.65036864,3.364269997
fadD34,8.480087071,8.24908344,1.423470286,1.508444913,2.304233728,0.890306893,1.659488753,2.290598322,0.135168393,0.221711542,0.486442074,1.429665358
Rv0036c,87.8492004,94.23265443,23.58128739,23.33223109,57.6137948,27.09696796,49.91341232,40.62863974,7.690041229,9.84558224,15.53649361,33.32240973
Rv0037c,48.66483911,54.32038372,19.53608867,21.26715275,54.78092867,46.37599913,35.56440209,31.27135778,6.653198876,8.768716552,16.9969834,44.74117551
Rv0038,190.0630454,224.949264,58.71733448,57.13375344,185.3674564,128.9169921,140.8725424,157.8412331,34.67601964,38.06197395,75.67213145,159.7976459
IGR17_Rodriguez_Rv0038-Rv0039c,25.11555033,29.08492987,5.332685621,7.277076419,8.10596299,2.492711716,8.64404171,7.029958629,1.797633195,2.064012249,2.940589342,3.11426765
Rv0039c,111.3989021,133.889504,21.31005534,19.95374806,34.99346722,11.82605472,62.15190714,39.90825812,10.96511972,12.64376962,7.67299469,15.55249815
IGR18_Rodriguez_Rv0039c-Rv0040c,1.353086068,3.335462159,0,0,0.369245803,0,1.030469303,0,0,0,0,0
mtc28,295.1284234,283.1756812,17.38495522,15.90243883,72.23128624,22.22467568,160.8975285,121.9539173,24.66165026,17.78033887,19.53332959,10.35243211
leuS,44.89827861,47.44445211,17.79238646,16.69496639,30.70856198,13.91132297,12.17629913,9.672903652,4.017935226,4.343089103,7.064841683,20.70196606
Miotto_candidate_902,0,0,0,0,0,0,0,0,0,0,0,0
Rv0042c,155.5509471,144.8513168,12.52968494,12.03090603,23.54692855,7.510437034,43.28738034,41.41266033,4.421383081,4.986971496,3.246138618,9.794009694
IGR19_Rodriguez_Rv0042c-Rv0043c,3.34029168,2.887274174,18.7752773,11.12884446,3.729017024,4.309799835,0,0.736637579,1.130195128,0.741526324,1.663907732,7.831920623
Rv0043c,40.05871136,42.1882479,13.91359349,14.74895746,27.19256713,16.04407612,30.31682749,28.71416624,7.920591976,7.005406006,3.607523007,6.400695315
Rv0044c,46.17852982,59.17883049,18.27300067,19.63684993,13.83348051,6.022877506,35.93205413,41.08399198,5.415188299,6.194076652,3.969425727,10.99735428
Rv0045c,44.38082079,44.06910984,25.51960568,26.39823112,122.6044259,45.30684175,16.61311045,13.32626928,6.980966369,8.766874771,33.45272789,47.57375946
IGR20_Rodriguez_Rv0045c-Rv0046c,42.23016314,41.37439214,47.40757517,42.07844625,390.5370844,88.57994892,88.75775594,85.27429945,16.55797961,18.43548523,132.5764705,121.6959974
ino1,107.5115126,114.2274939,91.25099388,89.84413799,888.0615761,355.6443701,217.0282848,172.0284507,32.17107451,34.07209351,353.006164,276.0815494
Miotto_candidate_5,686.1625449,682.0740391,173.4941769,158.8180722,737.1491665,691.3049007,290.8315346,208.5419992,185.6500744,257.8845426,359.4313902,752.509391
Miotto_candidate_6,8.615154743,9.465645419,4.565737577,5.051745124,11.56693595,8.003285087,2.886857822,0.8359595,2.198710264,2.945275906,1.468642655,6.315093891
Miotto_candidate_903,0,0,0,0,0,0,0,0,0,0,0,0
Rv0047c,96.02010406,101.7996038,92.48281239,82.20224062,1032.277984,684.8909064,100.6988013,62.11451066,20.39138428,24.58542136,434.6312896,304.694127
Miotto_candidate_7,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_8,0.766748772,0,1.693127685,0.936677742,0.627717866,0.494647481,0.291966302,0.310001648,0,0,0,0.260205258
Miotto_candidate_904,0,0,0,0,0,0,0,0,0,0,0,0
Rv0048c,23.76039873,24.46881895,2.25750358,2.957174173,27.41756195,10.87087338,6.872953878,4.475426089,0.918445926,1.312799909,6.653505885,24.02262792
Miotto_candidate_9,2.788177353,3.213385031,0.839567447,2.064303563,14.31819264,2.943356912,1.930355719,1.639678138,0.404308292,0.154739997,5.709846826,5.849242153
IGR21_Rodriguez_Rv0048c-Rv0049,11.15270941,13.74614708,13.33979388,13.19188277,20.54349379,10.10708273,4.954579678,3.542875976,1.341276716,2.107411394,9.134285206,18.02287498
Rv0049,207.9481936,231.1942563,19.38508509,18.8240551,212.6962855,84.40071996,102.5126129,89.07680201,16.50404679,17.54766522,70.00023209,189.7110023
IGR22_Rodriguez_Rv0049-Rv0050,3.029130952,8.800443367,0,0.925113819,4.649761968,0.488540722,1.441808901,3.367919138,0,0.924619244,1.383166098,5.139856939
ponA1,178.8553493,179.107698,8.710838555,8.828774002,63.65311847,23.11754551,38.44724642,34.95394133,9.262305353,9.642117396,21.75278229,64.2376141
Rv0051,71.50854858,76.87446118,2.796729034,3.07216942,18.24596434,5.572499252,21.2339129,21.16042146,3.856343582,3.849283858,5.314464393,15.9555452
Rv0052,47.20127193,50.95788641,1.801199665,1.992931366,11.79753435,3.297649874,13.79074875,12.92772829,2.16849749,2.921403356,3.575631509,7.56625217
Miotto_candidate_905,0,0.852674537,0.445559917,0,0,0,0,0,0,0,0,0
rpsF,109.9270061,101.2133466,15.24396747,18.02541359,196.4692206,93.55806653,36.03927692,25.39669858,5.155509635,11.38854476,27.07868474,78.18676193
IGR23_Rodriguez_Rv0053-Rv0054,70.54088703,59.24869924,10.15876611,5.976896067,96.57887733,38.86515923,16.09985611,16.38580139,3.610858107,4.012187076,9.469747893,31.15028655
ssb,105.8887799,100.7396207,14.43434107,17.05573477,115.6015366,47.96581635,39.40070506,30.86238628,5.303925821,6.922035885,14.93819386,34.73608772
rpsR1,158.4012757,156.5443573,27.48842594,22.13742951,131.2545749,40.03734906,67.7819808,52.22615997,8.05762644,11.08727252,16.62240199,40.08181379
Miotto_candidate_906,0,0,0,0,0,0,0,0,0,0,0,0
rplI,225.7148019,222.5759193,23.31278206,25.41342079,151.8010525,36.38191495,102.5889439,107.953515,16.94659529,21.33422932,21.88656943,59.77351276
Rv0057,81.49276221,64.30668805,6.227596082,6.41199578,30.83273195,7.656612351,13.6922128,8.979358077,2.280494985,3.371671898,2.539779128,11.76406912
dnaB,92.66414494,92.35390994,6.217809859,6.394386717,22.50697353,9.467081695,44.97949436,33.50143523,4.075222225,5.142732235,4.765995184,10.91969949
Rv0059,21.37602637,21.08677664,0.732955708,1.045258471,4.057974081,0.74232811,3.201939248,2.755570203,0.635341602,0.378253327,0.754454235,2.012554373
Rv0060,85.17500052,84.35439142,33.89452967,33.72865397,74.49629968,45.77474329,63.96240053,62.1759679,13.65854457,15.62947034,20.82389866,73.12283725
Rv0061c,210.5279519,216.966683,54.14013009,45.90365649,333.6718566,152.5673765,95.28953304,87.56860708,20.87693773,27.11875513,47.42546059,85.5990865
IGR24_Rodriguez_Rv0061c-Rv0062,89.98447854,69.69407723,24.91772819,18.61573374,242.5596583,134.0214685,31.28997354,28.07562094,6.307463644,11.12814151,42.45406509,59.30716059
celA1,50.44576348,51.96167295,4.562408809,4.632853456,42.96819406,23.99235026,9.052743446,5.098889747,0.542143345,0.933719827,10.945527,30.23207192
IGR25_Rodriguez_Rv0062-Rv0063,3.145635988,3.323244348,0,0.640463413,3.540972576,0.50733075,0.299452618,0,0,0,0.239394132,0.533754375
Rv0063,60.48795869,58.05292471,7.148761335,7.233233673,27.04417805,4.369386083,34.67910859,20.0123286,6.047216668,11.54618281,1.841339868,5.652236428
Rv0063a,138.582741,108.8054816,271.3184858,197.2034291,284.4104404,137.0356725,110.5867427,125.6846187,101.1644237,100.321188,87.36999186,242.8582404
Rv0064,89.1723606,81.72044361,64.79956703,64.95998198,216.1484553,109.078182,80.07424115,76.1380918,72.48340052,50.51534586,66.85984981,249.7899668
IGR27_Rodriguez_Rv0064-Rv0064A,11.91066054,14.7852109,18.73947146,11.15525595,68.50047389,27.66183972,18.14159549,16.37290257,29.44777485,19.26888551,21.75465125,86.49930115
vapB1,34.12032036,35.37178203,25.11472732,21.12728684,109.8506265,35.61461864,26.08232302,20.77011041,35.26410619,22.62427713,13.45993509,80.83710001
vapC1,17.85265798,17.08742803,10.86634186,9.630849086,40.47374895,19.78589924,11.09762463,6.724413855,11.23648511,8.104218672,5.945549795,48.41630165
icd2,61.44953519,59.82285302,8.442942342,9.107286712,50.04914028,27.2829692,30.93433853,29.98621838,3.380918196,3.764786801,12.54027333,9.487376683
Miotto_candidate_10,0,0,0,0,0,0,0,0,0,0,0,0
IGR28_Rodriguez_Rv0066c-Rv0067c,0,0,0,0,0.823236545,0,0,0.406559538,0,0,0,0
Rv0067c,17.16441111,18.07670018,11.10929393,9.903586884,13.17106259,6.317602917,12.70309526,12.70462894,3.089766529,4.763005711,9.794999921,10.99253088
Rv0068,6.255055772,6.679283871,6.386358811,5.532424089,25.7144073,9.632608842,4.58438317,4.81318348,1.019193821,1.005979654,48.81120362,14.49388935
sdaA,35.25052796,31.25612014,3.933528964,4.685641421,9.365949107,7.851547319,6.201650753,4.866981139,0.705935114,1.188796171,12.51585687,10.15288624
glyA2,27.31017536,25.60692388,4.954849406,5.374780991,12.96694183,10.837347,4.203583697,3.551192586,0.395555661,0.747183509,12.20010942,10.88057039
IGR29_Rodriguez_Rv0070c-Rv0071,134.692201,132.8466928,10.29986008,8.846400895,264.6877,190.9339277,80.38805527,59.31364863,5.435700376,8.893681353,120.5169911,72.51053177
Rv0071,6.887743207,8.878413397,5.452445086,5.362524171,3.26271433,1.788555864,2.837186668,2.311876696,0.368522059,0.793370326,1.740679369,3.028377574
Miotto_candidate_11,0,0,0,0,0,0,0,0,0,0,0,0
IGR30_Rodriguez_Rv0071-Rv0072,0.567962053,0.900045344,0.627084328,3.006619912,0.464976197,0.366405542,0,0,0,0,0,0
Rv0072,139.8257666,128.1870295,10.48126662,11.22823858,49.76308108,20.57733521,28.29570565,20.31248893,3.960295988,5.77754939,9.531990367,13.87761374
Rv0073,124.1314528,124.548873,9.139138359,8.149945306,36.74014336,13.03119648,44.29184673,40.98390366,5.649187098,7.410222657,9.195338365,14.82095606
Miotto_candidate_909,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_910,0,0,0,0,0,0,0,0,0,0,0,0
IGR31_Rodriguez_Rv0073-Rv0074,24.95692082,21.2834252,4.647801487,1.959064558,9.600390887,3.491629278,7.09878853,6.807879326,0.959241243,1.652077032,1.098396607,4.897981319
Rv0074,59.47886106,63.72845336,6.027315382,5.941386323,17.34857791,6.179091512,20.23921747,19.90431293,3.483070144,4.499102984,6.012743887,9.12823622
Rv0075,62.59493812,62.51056617,14.75171776,15.92804662,24.87325353,10.49175561,20.1912246,16.36428136,5.338386047,6.336952478,5.571576993,11.8545345
Rv0076c,10.22331696,8.474273089,15.715698,18.82962435,28.45654324,29.12078504,2.994526179,2.416423102,1.212579315,0.720136142,13.78910202,20.97654692
Miotto_candidate_12,0,0,0,0,0,0,0,0,0,0,0,0
Rv0077c,6.532588816,7.525288872,60.838499,63.1214844,50.0361389,13.04774102,12.47971488,8.565147817,2.47255685,2.117945525,19.90860373,78.13046434
Rv0078,10.27392744,9.517311166,13.13151835,11.87076742,5.759259626,2.87319989,4.278318095,1.964366878,0.430550525,0.834217115,2.403422279,6.286146816
Rv0078A,127.5849304,140.6798147,45.66314059,37.63531218,160.7549524,91.13505106,40.02985803,33.06684244,19.16221648,16.17032973,51.42863037,136.2879793
Miotto_candidate_13,0,0.730863889,1.527634001,2.253660732,1.132723968,0.595064639,0,0.372934313,0.490439132,0,0.421189677,0.939086644
Rv0078B,141.9411253,159.503688,59.54574659,48.38747497,214.8190029,97.3045673,100.0866127,101.9560975,20.16723618,17.18585769,64.31722356,159.7936828
Miotto_candidate_14,0.39831105,0,0,0.32439056,0,0,0,0,0,0,0,0.270343125
Miotto_candidate_15,0,0,0,0,0,0,0,0,0,0,0,0
Rv0079,701.8642896,969.9992336,146.9849046,155.1253811,2180.823213,1427.328775,1119.815086,734.8019595,85.93961324,119.5390952,864.1254477,885.3816267
Rv0080,468.000732,553.5102388,45.00252234,50.11940161,990.1804868,574.0066107,833.2807324,444.8895109,28.13774312,41.44469788,572.101907,504.2199657
Miotto_candidate_912,0,0,0,0,0,0,0,0,0,0,0,0
Rv0081,172.9963027,168.3945707,11.77827955,10.06362946,270.3735503,129.0384733,156.4600869,78.78534634,3.781356783,4.66731714,68.57496963,79.1023983
Rv0082,118.3987896,122.7211827,11.14642392,10.30345516,137.3132831,63.97440756,175.1797815,81.63376728,1.257005712,2.496471959,37.11207537,57.41862683
Rv0083,66.58712685,65.29190096,6.039966676,6.208798205,51.23587946,21.31897204,73.31497042,34.74339842,0.627522352,0.788667038,18.64361168,28.50215052
hycD,131.6776125,119.0444833,12.46255919,14.23566312,83.48449595,23.88455555,208.8157731,106.4762758,3.892441594,5.611155428,28.76505521,40.97617179
hycP,82.98927886,65.58520464,6.384342703,7.986955506,41.92360044,10.44504485,143.2440405,76.04625643,0.737877879,0.93194089,17.12372147,26.93889725
hycQ,78.65054889,69.26483926,9.994877812,11.44189852,36.38795317,9.441124384,97.98285618,57.69792089,2.212074386,3.126971523,12.18119591,19.28392338
hycE,36.95324711,28.9621082,4.052516568,3.816798191,21.73032774,5.190621303,28.64783625,17.95871615,0.551288071,0.607660517,5.201602324,8.430720718
Rv0088,127.9050544,120.6300774,19.46469753,20.61153589,184.8745358,104.6454227,82.21771077,64.55382463,21.42873882,16.44897635,26.91641227,36.32850885
Miotto_candidate_913,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_914,0,0,0,0,0,0,0,0,0,0,0,0
IGR32_Rodriguez_Rv0088-Rv0089,56.91635116,55.45664006,10.09364581,7.925734738,103.0905879,35.3863198,39.3031561,37.20019775,9.407942958,5.761089135,11.31137275,18.41452592
IGR33_Rodriguez_Rv0088-Rv0089,90.79520113,85.33499225,14.08145797,9.644998529,171.0375808,48.58319814,84.41005971,64.08746938,29.38507332,17.42586862,19.78201414,41.22063486
Rv0089,24.0609379,21.65563647,11.91460223,12.4049353,41.93239884,14.32312572,13.01560217,6.346161681,9.800732496,7.029207661,8.01607625,13.24681311
Miotto_candidate_915,0,0,0,0,0,0,0,0,0,0,0,0
IGR34_Rodriguez_Rv0089-Rv0090,2.190710777,2.314402314,1.036608787,2.293904674,1.793479616,1.615175449,0.953359355,0.506125139,0.332797982,2.101621802,0.190538187,0.637237365
Rv0090,5.171327646,3.488113475,4.435950614,5.248311082,7.197180198,4.362649639,3.302135094,1.415312322,1.163282182,1.772786508,1.550007145,2.807921846
mtn,9.304815828,9.998941248,2.689603874,4.195535718,14.51597564,9.583794946,2.250573581,1.872926623,0.488363706,0.633869833,2.115271591,8.971660443
Miotto_candidate_916,0,0,0,0,0,0,0,0,0,0,0,0
ctpA,31.19319152,36.92312003,6.51772687,7.550239948,17.13455591,8.447523037,11.03494686,9.178001544,5.606903537,6.241179897,4.239349635,11.81054135
Rv0093c,28.17734003,31.33302732,39.72568137,46.83756466,24.57637439,13.51686874,12.46273121,11.01254382,5.992715609,4.212245089,9.765250402,16.15785769
Rv0094c,1.093059046,1.392522986,2.875122483,2.775341457,0.947498665,1.078476688,0.807957063,0.545914852,0.307681153,0.215889871,0.313169683,0.829165601
Rv0095c,5.074347105,5.676198376,44.49094646,46.6135817,7.758653912,3.947551674,5.967194502,6.094436289,0.952239482,0.637784807,1.135811577,3.596023997
PPE1,9.694524705,10.66088192,1.55689902,1.955897967,9.307540767,5.031758859,1.879323326,1.407478746,0.316301531,0.282467194,0.724373625,3.633901011
Rv0097,36.16939035,37.42947191,5.7216039,6.976634215,21.18367418,10.68893407,4.161358793,3.477719636,0.824726954,0.90389502,2.833105732,8.254787481
fcoT,36.05941689,33.81039902,6.625282245,5.430015894,16.28427507,7.240492115,2.877349068,3.279727579,1.418008794,1.288939327,2.232610495,5.430370592
fadD10,58.61872313,58.51459307,7.803200913,7.602691385,21.79801535,7.655911722,5.065786246,3.774265288,1.788455946,1.765065664,3.543564162,10.36331968
Rv0100,47.36372162,50.85825845,4.143519228,3.372566834,12.07760957,3.506361891,4.632039229,2.616047662,1.169707676,0.869025049,1.103031192,5.357812898
nrp,61.82808244,62.90790468,6.041270025,6.242033393,9.392038102,3.459054941,5.108926199,4.674490958,0.906310568,0.94871895,1.441508958,5.011513914
Miotto_candidate_917,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_918,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_919,4.980590314,6.092614639,2.604811823,3.842780479,7.29654955,2.029322999,1.597080629,0.423933878,1.115015462,0.320060508,1.276768706,0.711672499
Rv0102,86.49667417,88.81897622,57.51177926,56.2321072,46.47514349,24.28903442,63.45048144,55.18216645,14.30361035,13.94366324,12.55191893,32.524347
IGR35_Rodriguez_Rv0102-Rv0103c,18.959606,15.02257502,17.85480104,11.12659621,10.04348585,3.957179849,7.431869517,6.763672318,5.040376712,2.212781963,1.527769827,5.487965432
ctpB,89.9190282,98.79700927,16.21924883,17.41499122,51.06216689,27.55486455,24.06040144,18.84985673,5.948229893,6.639024034,10.19189521,22.30923164
Rv0104,10.24356115,9.217890141,14.26027014,14.55817727,3.762163842,1.802279931,6.783639502,4.992765814,0.990266207,1.829098267,1.183223276,2.267134917
rpmB1,2.367504981,1.93272895,1.425791735,1.665204874,0.440503765,0.416545247,0.819554533,0.957198071,0.057217899,0,0.065518394,0.073040072
Rv0106,64.44020591,61.96101634,24.97964487,28.77590879,7.425634902,2.04966709,36.54822954,17.65222416,1.56668056,2.033467134,1.840754882,2.643354997
ctpI,48.25555857,48.96952159,4.748637352,5.312747946,28.58365003,16.47815246,29.08816348,28.03493163,2.143656486,4.207923494,19.78190093,12.04624462
IGR36_Rodriguez_Rv0107c-Rv0108c,34.21681595,25.34821582,3.455362622,2.378864106,23.22983122,15.61336267,9.374700323,14.34021228,1.663989911,2.802162403,13.71874946,11.47027258
Rv0108c,480.057755,461.6461149,33.70130344,24.02652747,750.7505673,612.0438166,268.497773,247.8832224,19.2579099,37.71455852,369.9870515,254.3568346
PE_PGRS1,7.446359638,8.149303923,5.518846779,6.499994882,17.22750843,4.909981704,5.451604198,4.624035311,0.929646946,1.393905369,3.368858273,2.834160552
Rv0110,20.16038105,18.92255332,5.056808018,4.662573648,6.595222375,2.901931889,4.982891562,5.158427421,0.71751245,1.697600932,1.867274232,3.635934799
IGR37_Rodriguez_Rv0110-Rv0111,8.220811577,9.01901108,6.28377285,2.832564992,3.623938194,1.631826742,2.889563406,2.556714622,0.168114445,0.386052365,0.385004996,1.50221592
Rv0111,16.25894869,18.89308011,5.396947333,5.655870783,5.417040473,2.499676289,7.025350484,4.314114284,0.301102936,0.655050951,0.734933007,2.0533204
gca,31.59934333,28.16944426,20.16891913,18.97498344,63.93932868,26.62929804,6.004071925,3.628023465,0.596393458,1.604315836,4.07795522,8.613691285
IGR38_Rodriguez_Rv0112-Rv0113,0,0,0,0,0,0,0,0,0,0,0,0
gmhA,36.22271695,35.58148803,8.881042001,10.52375669,41.76288744,9.440987457,16.99431608,16.36556923,0.910548794,1.837504741,3.317492291,10.10882016
Miotto_candidate_920,0,0,0,0,0.232488098,0,0,0,0,0,0,0
gmhB,16.96749464,18.49098393,4.432271426,4.14121631,10.86729708,2.969611405,9.130953123,8.093585781,0.284591643,0.457468684,1.140568903,4.759076962
