Gene Name,Dextrose_exp_1,Dextrose_exp_2,Dextrose_sta_1,Dextrose_sta_2,Dextrose_nrp1_1,Dextrose_nrp1_2,Lipid_exp_1,Lipid_exp_2,Lipid_sta_1,Lipid_sta_2,Lipid_nrp1_1,Lipid_nrp1_2
IGR443_Rodriguez_Rv1882c-Rv1883c,56.46710583,55.71869496,5.063559431,8.170397748,22.29278401,9.985407095,30.12437363,33.60765528,3.352861914,4.549645158,10.12167341,9.338207374
Rv1883c,428.1843792,465.6156655,31.22391315,31.08742866,91.35876469,66.9808364,208.5979158,189.9733042,13.16568987,19.00722969,47.1668621,37.30735121
rpfC,784.5384988,813.2138511,10.52226245,10.77208803,28.22957181,33.68446877,318.9085789,240.8555176,2.364683214,2.609306849,26.62008651,13.87761374
*MtCM,47.33395753,56.32483765,7.167573865,5.953107426,26.48969393,12.13535154,6.734689376,5.580029662,0.57074854,1.404265477,5.944156306,13.8429197
IGR444_Rodriguez_Rv1885c-Rv1886c,77.31383452,83.02918302,5.643758949,5.203765232,31.64744239,16.48824937,24.3305252,19.6334377,1.698656367,1.560294974,14.97709541,25.80368804
fbpB,227.5158422,239.9642367,16.16954251,15.37505114,111.3717833,97.10870795,45.85483032,31.26642387,1.367262058,3.752365827,30.85393824,66.70619854
Miotto_candidate_272,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_1313,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_1314,0,0,0,0,0,0,0,0,0,0,0,0
IGR445_Rodriguez_Rv1886c-Rv1887,108.3951689,73.68042435,27.60030061,22.58291542,73.43439141,20.59901839,42.07514386,47.22216883,8.265243037,10.90069092,6.650565759,26.09181487
Miotto_candidate_1315,0,0,0,0,0,0,0,0,0,0,0,0
Rv1887,353.4423386,361.7757066,54.24526318,55.72535997,171.103918,106.8057728,98.70146917,73.57589417,25.12406394,36.85736159,64.80732178,106.2129177
Miotto_candidate_1316,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_1317,0,0,0,0,0,0,0,0,0,0,0,0
Rv1887a,67.38749772,60.01147409,13.54502148,12.80566002,24.6489776,9.419202739,8.619174224,7.020882392,2.549420035,4.931411158,5.075829956,12.81236029
Rv1888A,5.80242314,3.429902529,6.635230116,6.525802886,8.821980815,8.110436177,1.420376606,1.172979208,0.587643284,0.75906242,5.425188648,3.469403434
IGR447_Rodriguez_Rv1888c-Rv1888A,1.678455024,2.57923442,5.054112492,3.479532573,6.495786869,5.709363961,1.045849442,1.603988626,1.379207558,0.931519388,2.043782742,5.592471207
Rv1890c,4.159486803,5.135552847,6.916371261,6.897539798,15.54935105,8.276454586,1.183131422,0.607846368,0.692785342,0.550692344,4.302053378,9.319770009
AS1890,0.515461359,0.952989188,3.841550209,3.253446498,1.582482014,2.826557035,0.098139934,0.104202235,0.137034463,0.236011005,0.392284503,1.049567425
Rv1891,165.6027005,178.8443043,92.62404393,88.70889202,241.6713783,320.9389245,179.4734036,171.1087527,17.26634237,18.86121278,120.3659615,120.4597281
Rv1892,34.30709249,41.64440574,21.59823136,19.13384447,49.17123281,44.26460792,32.64033535,25.91295826,4.285840681,3.240612639,23.04168524,27.48835029
Rv1893,45.23467642,53.26295737,35.40878902,32.84787697,72.80380725,66.67577005,81.16396572,104.2964448,10.12678426,11.54190803,29.92754592,36.88023376
IGR448_Rodriguez_Rv1893-Rv1894c,0,0,2.25750358,0.416301219,0.836957154,0,0,0.413335531,0,0,0.311212372,0.346940343
Rv1894c,38.88656902,48.81731353,57.00645644,62.25746075,234.8586136,186.7676926,101.3388963,130.2281016,17.12894442,17.23360284,365.3649758,394.9966424
IGR449_Rodriguez_Rv1894c-Rv1895,4.249451026,4.879763915,21.82706774,12.48903656,28.58763292,15.49498134,2.251306428,1.493983845,0.884119941,2.03026334,35.65818865,29.71982942
IGR450_Rodriguez_Rv1894c-Rv1895,1.226798035,0,0.903001432,0.66608195,2.678262894,3.693367859,0.622861445,0,0,0.249647196,0.248969898,3.053075022
Rv1895,6.426084947,5.835099168,77.19489513,73.48527484,86.93484831,105.8674089,3.316534968,2.061309659,1.990737021,3.063851949,81.41638991,60.41267694
Rv1896c,21.72454854,22.38270659,31.41197415,28.20988521,17.8404025,12.49635742,12.31892908,14.46674357,1.931104081,2.689455811,4.402017105,14.40258926
Miotto_candidate_274,0,0,0,0,0,0,0,0,0,0,0,0
Rv1897c,14.05706082,14.25071795,29.70812002,27.69559496,19.47087824,16.3050466,3.190002193,2.698162491,0.603966708,2.903882313,4.322394056,6.649689915
Rv1898,62.33245681,81.79052838,25.53389971,29.01983252,81.745524,55.32367944,39.38238021,39.56784787,8.127163669,8.119593264,37.1037663,95.05491739
lppD,282.7460394,347.9407851,137.3533428,149.6990138,289.5531132,295.906559,143.7424796,126.2355548,54.95745903,59.43635274,184.4476117,153.8034953
lipJ,75.05195324,79.47614224,50.781641,52.52768291,64.46197002,41.48058934,35.33023478,28.62103047,7.455010235,10.40645978,20.85055676,36.56736233
cinA,87.02865413,87.95802762,25.61297565,27.50872089,37.47859183,22.06594486,27.54825127,22.46013486,3.304300461,5.386818844,11.17765086,22.49074987
Miotto_candidate_1318,0,0,0,0,0,0,0,0,0,0,0,0
nanT,12.95436854,14.50285831,6.831216506,6.908828734,11.7925878,7.452844633,5.466603109,4.064954626,0.848123463,1.298401492,3.266626317,7.29969044
Rv1903,29.00392886,32.88165658,17.39113869,16.15865471,11.0974319,3.908325777,20.18532461,25.16754119,2.375602387,4.900481993,1.844221464,3.495102719
Miotto_candidate_275,0,0,0,0,0,0,0,0,0,0,0,0
Rv1904,163.0761046,151.507633,49.85320405,42.20831799,207.4956278,147.2034263,111.4878733,68.31517796,38.31413807,41.52118292,73.13490743,37.34427307
aao,68.88795822,68.2352134,25.81008765,24.71869541,45.26347725,34.68182547,10.08996734,8.215204625,7.687875298,7.582741931,15.97750745,34.73726678
IGR451_Rodriguez_Rv1905c-Rv1906c,204.7788424,188.4671369,40.22102447,34.14033574,161.726437,112.667304,79.14964216,61.51299074,37.24285541,33.68601901,75.18021145,146.2603526
Rv1906c,180.3080552,178.2433748,43.85596126,40.3043218,166.4851715,144.9285613,62.23655364,55.28691809,25.48200941,18.80304517,76.55427904,101.7838995
IGR452_Rodriguez_Rv1906c-Rv1907c,0,0,0,0,0,0,0,0,0,0,0,0.392762653
Rv1907c,24.23304761,25.05126208,20.22346957,22.58819575,24.14001422,14.77835684,7.929948955,9.529680287,12.07933417,11.00874787,8.904131756,41.50434479
katG,121.1759688,132.5216562,85.12098517,92.4402193,139.3460244,74.31950458,94.54297038,99.40133811,109.9317218,91.89105624,137.5634283,441.5553294
furA,15.68035777,15.98188625,45.53140666,41.63012186,60.34008673,53.029775,17.78101085,13.68475743,9.622658773,12.10282858,77.76103729,215.1967806
Rv1910c,21.37602637,23.29208255,12.25664822,11.77417588,30.47707617,24.58248088,12.07187271,14.07010846,8.949688498,7.249855436,10.12226099,24.81149123
IGR453_Rodriguez_Rv1910c-Rv1911c,0,0,0,0.316178141,1.271327323,0.500908842,0,0,0,0,0,0
lppC,106.7375023,107.8985052,58.50510514,54.44890195,128.4439197,81.2331969,46.52189136,51.68740347,45.82672149,31.42217799,38.73207442,84.29619829
Miotto_candidate_1319,0,0,0,0,0,0,0,0,0,0,0,0
fadB5,20.11094292,25.69562291,6.16601724,6.735380909,30.35531171,12.12747655,16.68710887,16.80486545,3.06670857,2.626884673,5.128036698,25.31111043
Miotto_candidate_1320,0,0,0,0,0,0,0,0,0,0,0,0
Rv1913,10.63062043,10.97266436,4.272168129,5.539625777,17.53942084,9.669602818,2.822728661,1.77849551,0.628029127,0.646496722,4.736379527,12.10835621
Rv1914c,23.45349185,22.15699862,3.568847571,6.305739046,22.64707594,18.71901252,4.465366978,5.349048042,0.999209628,1.147275716,7.5972432,12.09189138
aceAa,98.01049522,113.6405078,30.18184134,28.96008477,141.8278482,87.24434558,99.099287,118.6542539,21.47692485,16.85796961,51.95893516,128.3867825
Miotto_candidate_1321,0,0,0,0,0,0,0,0,0,0,0,0
aceAb,60.85307715,63.31446798,11.25922838,11.85258607,69.30592575,34.24927588,33.93346031,35.98816123,17.05638313,14.23426994,26.00456262,62.81446217
IGR454_Rodriguez_Rv1916-Rv1917c,34.56867345,35.42212355,7.17426985,3.598535957,53.62200073,18.44448235,35.82772932,38.67139201,14.9251434,12.85259928,16.93206295,57.68618252
IGR455_Rodriguez_Rv1916-Rv1917c,22.03472199,19.81847418,4.931439858,1.940044514,22.91474927,8.836421022,5.896018535,7.945673305,6.966140288,4.180984591,5.076085292,23.03953348
PPE34,1.610522535,1.597888721,1.909600631,1.802071028,2.711511876,1.635272951,0.367957532,0.396349139,0.063292402,0.106869519,0.396476036,1.325977477
PPE35,19.89821712,22.97848559,8.579884556,9.295146641,12.17315213,4.71283565,10.14986768,8.827307383,1.87058515,2.722619975,2.526238081,6.461237165
IGR456_Rodriguez_Rv1918c-Rv1919c,33.54525878,45.90231256,3.880084277,1.821317831,13.33900465,5.358681045,19.22111491,20.66677653,0.50959691,2.340442461,2.139585058,6.505131439
Rv1919c,107.1799359,104.312352,18.20567403,15.73887188,46.27563104,19.74334892,59.27229882,57.0136364,4.594043543,7.93233832,8.151756326,15.44444109
Rv1920,31.62838685,36.264327,8.739987817,10.1184324,49.607148,36.09094584,18.43713132,19.66214156,2.793346027,2.470467042,17.3111882,27.82750671
Miotto_candidate_1322,0,0,0,0,0,0,0,0,0,0,0,0
lppF,3.447958315,3.795474235,13.63021029,13.7654318,4.342702215,2.551012167,1.72609009,1.481768883,0.871763268,1.295339224,0.866109903,1.554685501
Rv1922,15.17008323,14.89429876,15.50516571,14.95103301,30.62093244,24.78556196,6.634646442,7.311149975,3.214661513,2.348831144,7.663186366,20.68585166
lipD,81.21476181,88.4823101,23.58510451,22.53800781,39.1516199,16.31857164,52.61925128,49.47080734,4.803359393,6.115518556,11.1952907,20.14892912
Miotto_candidate_1323,0,0,0,0,0,0,0,0,0,0,0,0
Rv1924c,92.25134833,101.6271672,43.90577828,49.4972315,30.77629851,8.309039053,63.51224973,69.25811094,5.307298005,11.15549478,7.302463533,14.75179413
Miotto_candidate_1324,0,0,0.868270608,0,0.321906598,0,0,0,0,0,0,0
fadD31,804.1354916,895.7668679,245.0718258,252.837629,470.2324495,169.7572805,870.2507777,808.7398868,124.3733762,144.9139661,158.933803,470.6768124
Miotto_candidate_1325,0,0,0,0,0,0,0,0,0,0,0,0
mpt63,43.0657227,47.58989758,108.2190778,102.9304763,180.1550274,96.9509063,62.38346662,71.97204925,9.886180059,8.425592861,36.56745372,30.05370725
Miotto_candidate_276,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_1326,0,0,0,0,0,0,0,0,0,0,0,0
IGR457_Rodriguez_Rv1926c-Rv1927,0,0,0,0,0,0,0,0.486277095,0,0,0,0
Rv1927,46.63893048,44.5417789,18.24377893,18.1042623,40.25828792,20.04153102,76.89200399,56.52123068,7.690041229,7.523282744,11.53174526,23.42519683
Rv1928c,5.550941631,5.569030568,99.64761894,97.6681687,26.90686476,20.97099217,4.95734451,6.006281928,1.06166023,1.41401732,6.977964905,5.231209865
Rv1929c,63.76496765,50.33555917,233.7828707,191.2274807,185.9602012,143.8082103,17.34596699,17.34086737,8.924661547,16.31415396,32.77138653,30.1757415
Rv1930c,4.907192141,4.875674208,4.579507262,3.520718877,4.639133941,2.261245628,4.982891562,4.109736132,0.68334519,1.105580439,2.276296207,3.370277622
Rv1931c,26.8951877,30.44922634,10.94020966,9.574928027,37.6952626,24.60554137,13.95449199,12.05032047,3.198700606,5.665070983,10.36576593,13.37054708
tpx,275.3521092,313.866415,44.67409192,48.55175658,75.88075404,29.87750247,239.0606014,245.7105431,12.5086599,20.56581568,11.69858555,16.34381618
Miotto_candidate_1327,0,0,0,0,0,0,0,0,0,0,0,0
fadE18,1.15152746,0.712123789,2.573802158,2.355990413,0.735786509,0.253665375,0.299452618,0.295239665,0.149332428,0.291483677,0.495887846,1.696576405
fadE17,0.723112663,0.842969298,2.973297398,3.167950736,0.857370743,0.482582908,0.607669703,0.665369391,0.331445145,0.53278365,0.789416749,3.147848969
echA13,1.858784902,2.302310348,7.359886278,8.352124761,3.59445549,2.315591134,2.221018476,1.24389376,0.511194393,1.291278599,2.653597655,12.11572234
Rv1936,7.598411255,5.808941304,36.54715255,40.97754157,14.45447626,18.71639118,8.564344871,7.842203849,7.668744855,17.28975512,21.56617627,61.92416291
Rv1937,6.961592026,5.67028567,17.656903,18.7533787,5.868663855,5.276239798,4.393397694,3.670813164,4.160899216,8.514752573,4.838611404,23.16239816
ephB,6.328720024,7.623913505,13.5007567,16.1622826,6.705034905,4.655505705,4.64529019,4.608054374,4.248068361,7.429976067,3.992584493,23.16822909
Rv1939,7.72692561,7.409675626,19.62190611,19.12081178,7.639667047,5.675025365,5.160334648,4.806227099,7.331874926,12.48235979,4.089185819,25.73813245
ribA1,9.068139903,6.55965251,16.29356397,18.95699334,4.988642925,3.614373308,5.828329201,4.693810262,12.48368476,18.75880059,4.044002575,21.22804474
Rv1941,20.40685448,21.51703734,7.554292134,7.64568775,13.38480118,6.518311813,5.604541214,3.441782239,3.46869596,4.881234083,2.95470112,11.55567836
mazF5,66.73037798,50.56618389,16.31559405,15.59237291,104.4674703,54.44120156,13.44814484,10.37096422,3.212004768,5.049681916,68.01404931,167.0990854
mazE5,41.78577964,37.11615563,16.30419252,13.54630949,71.87203499,36.64055416,11.74044391,12.46567473,2.070743,3.467322165,29.04648806,114.4352434
Rv1944c,20.29094889,20.28528593,6.76105133,7.438478626,26.93557542,8.838371236,6.916291428,5.203411755,2.704053994,2.43944595,5.118416678,7.995477965
Rv1945,12.17810504,13.34045231,6.549241154,5.581181172,25.66055451,17.22025517,13.15880361,11.33720312,7.347155453,6.748704416,5.020436947,13.89286386
lppG,0.541632687,0.786794606,2.840567418,3.528910992,2.882236558,0.873549636,0.206245512,0.273732139,0.107994047,0.082664634,0.865623816,1.240713811
Rv1947,51.0402914,46.66802278,2.863997079,1.429093735,11.05532957,8.564045941,22.95058497,19.98816595,0.486779138,1.676734898,4.36626313,7.353063995
Rv1948c,9.611665519,9.692796016,5.788470717,4.554406494,12.87626391,7.891811664,3.260706284,3.532782312,0.975638529,1.013524941,2.659934804,6.405052494
Rv1950c,119.485017,100.4113087,14.10939737,14.83073091,67.348896,49.87695434,19.82937804,17.30842534,2.717850188,3.900737435,30.92672947,34.15194005
Rv1951c,21.68582386,18.76458172,18.47048383,14.8018211,41.00244644,29.4456817,8.572209284,5.511140407,1.427557675,1.891266635,9.933647431,23.90033477
vapB14,46.57288838,43.05216897,12.69845764,16.8833272,60.33066153,59.90730604,19.6806915,17.56676005,4.831733667,7.021327384,31.12123721,24.86405794
vapC14,27.62261602,23.98967014,7.271766338,8.245966445,22.1310786,24.47870868,4.566652423,3.338479285,0.993060646,2.100397081,13.04698021,11.14212257
Rv1954c,0.705056342,0.186216278,3.308410418,2.966744316,0.865817746,0.682272388,0,0.142529493,0.031239657,0.1434754,0.107314611,0.99695501
Miotto_candidate_277,0,0,0,0.337541529,0,0,0,0,0,0,0,0
higB,28.64151498,24.00120918,736.7345015,736.985316,165.9300771,113.3763433,20.70025636,20.9948206,23.25271827,30.31430236,163.6581887,1082.013312
higA,24.87673794,26.9293567,723.6051474,663.9171834,110.5899386,78.44009834,14.89676956,12.62051153,19.85842537,25.25597465,106.0196814,579.4828909
Rv1957,18.87381593,17.68440743,169.9949811,169.6770571,33.89216608,27.90319124,8.8552417,7.994181689,10.93113372,12.61952858,42.47535891,226.5024813
Miotto_candidate_1328,0,0,0,0,0,0,0,0,0,0,0,0
Rv1958c,2.892450652,2.897706962,19.93210478,19.49508145,5.960768025,6.434438779,0.455752277,0.483905011,0.185609281,0.48711648,6.163523076,8.868133656
parE1,57.002737,56.8392272,41.04551963,37.08865402,67.29473685,72.21520128,9.358650502,8.767723375,3.623800251,4.854251031,132.0923624,164.1483403
parD1,94.56568189,97.59063091,120.4001909,96.64135431,227.3733602,245.1253073,36.05552116,33.46049533,4.270907438,10.10476745,253.1193959,398.3205562
Rv1961,5.080678732,5.433000988,292.8597826,271.0751692,9.282615711,5.755897962,3.114307226,2.655367651,3.426138419,4.61469059,2.866926094,19.55481936
IGR458_Rodriguez_Rv1961-Rv1962c,8.194261687,6.925539749,4.394377197,4.576135532,5.941756896,2.416598381,1.069800192,1.325197884,0.746890128,0.857566703,1.853020231,5.402735119
vapC35,20.59697682,19.29803106,16.26730521,15.91739953,16.55452018,12.22070247,3.778387443,2.917662568,3.796996586,2.294551433,8.512573706,20.30621422
vapB35,43.70187141,36.08093864,31.87793516,26.80796858,36.05353895,27.25090885,14.887073,13.80813201,3.822910154,5.418167163,18.604344,36.37154809
IGR459_Rodriguez_Rv1962A-Rv1963c,0,0.344698217,20.53367618,16.47489929,2.404025869,0.42097658,0.24848196,0,0.346959599,0,0,0.442902566
mce3R,14.09159905,15.97525201,16.66780898,18.45227023,14.47709672,13.22300883,5.050227934,3.43261448,1.161931039,1.502790245,5.826629669,18.73648341
IGR460_Rodriguez_Rv1963c-Rv1964,5.674616463,5.673854131,32.63186617,32.32294704,20.10356336,22.53151962,3.755689882,2.430849926,3.160847796,7.444050471,9.562582798,34.89272264
IGR461_Rodriguez_Rv1963c-Rv1964,0,0,1.015876611,0.499561462,0,0,0,0,0,0,0,0
IGR462_Rodriguez_Rv1963c-Rv1964,0.30366288,1.283232966,36.20946336,32.39730275,3.480415889,1.56719994,0.693781313,0.491091719,0.161456447,1.112289487,1.848786369,6.595301578
yrbE3A,4.573589167,3.735526542,90.8517888,97.72123341,9.439366401,7.835017746,3.248948328,2.113294442,2.656545297,4.669153381,7.745210162,31.27680239
yrbE3B,2.706172137,3.21633851,85.77683638,92.44335883,4.615572542,4.267546896,1.774697132,1.641185195,1.438861864,2.868189291,4.050337489,18.90314665
mce3A,2.639823629,2.788872898,100.0243663,112.4404183,3.615026206,2.755782524,1.717986381,1.300163406,1.709821245,2.080393299,2.308523699,11.1086063
mce3B,2.652697404,2.739496617,84.60702191,98.45584504,2.928129986,2.230480381,2.201806129,2.217310135,1.55305725,2.565616226,2.26831175,11.67257015
mce3C,1.46758078,1.471606986,56.3826624,65.63581256,2.016028182,1.925634963,1.856460512,1.930910508,1.520938061,1.807056953,1.52955959,5.959607845
mce3D,1.808369746,1.630270812,42.46129964,45.43967074,1.539685331,0.746637707,1.230298256,1.286799293,1.012783796,1.471976391,0.616552813,3.976721861
lprM,3.002085139,3.571608509,57.18411845,69.18529775,2.324880984,1.709892527,1.318225281,1.574611545,1.409255653,1.981326951,1.103239626,5.580416106
mce3F,3.03431782,3.501546271,24.06972995,31.25110517,1.777100807,0.722772575,1.226525106,1.358911333,1.265848033,1.695663031,0.568424424,3.912980129
Rv1972,4.685686941,3.600181378,27.2193791,29.70482653,4.969433103,2.404536367,3.527926154,3.918076383,2.236564217,3.055577658,1.167046395,4.951127817
Rv1973,2.85744884,4.025047503,12.97012926,15.87633219,2.807185486,1.065079462,2.804810856,2.61864746,2.903541816,3.566388512,1.005157972,4.309817931
Rv1974,1.460473852,1.800090689,11.10835095,12.35687744,1.594204103,0.732811083,1.421211631,1.443393916,0.560826229,0.792530781,0.64218426,1.872376457
Rv1975,1.335478342,1.264928592,11.897654,12.30151349,4.561793498,1.96076479,1.192414929,1.712922018,0.783524379,1.208877187,0.532705862,1.250235472
Rv1976c,26.08449254,28.98675447,15.43734065,15.55007493,40.7401203,39.37781908,25.99072575,27.96093295,4.756237829,4.956231094,12.12812921,28.16339258
IGR463_Rodriguez_Rv1976c-Rv1977,14.15536195,18.98083791,27.55089428,21.43089113,59.35462422,25.87386824,18.72730603,16.72908301,5.596519914,7.810707385,12.65105915,27.28306014
IGR464_Rodriguez_Rv1976c-Rv1977,49.94228488,43.34812983,33.86255369,16.5395349,118.0788201,44.91933882,57.28852313,69.37334174,12.34050896,14.16916517,32.04646318,43.88326506
Rv1977,30.05479428,34.04182964,29.78740397,31.20469879,85.83007607,43.99386193,17.42316578,15.70438147,6.525955466,8.10101574,26.73394531,50.83819244
IGR465_Rodriguez_Rv1977-Rv1978,8.000856752,9.257609256,5.889139773,6.826305696,15.43952017,4.915751365,4.352292707,2.61864746,2.329585875,3.139972495,4.987129937,10.60215211
Rv1978,14.48604276,14.34983955,15.87431846,16.03421655,26.7353098,9.508418011,18.21264473,16.73789816,2.228060931,2.359739396,3.936891491,7.134956886
Rv1979c,64.94563597,56.73646835,18.19585354,17.91304414,29.98807065,11.57598255,6.202769579,4.390618084,1.522447201,4.519028597,3.990233318,10.55216895
Miotto_candidate_278,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_1329,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_279,0,0,0,0,0,0,0,0,0,0,0,0
IGR466_Rodriguez_Rv1979c-Rv1980c,153.0415137,147.5169797,39.13762487,33.01122226,133.1140399,53.69037986,38.26372446,40.12885653,8.030632716,20.79347875,17.07758343,31.17232834
mpt64,246.6542629,225.1606886,39.58024835,40.35758538,168.8168164,83.63646493,55.55434506,49.09487524,10.06435353,18.17845848,23.32054281,39.20880387
Miotto_candidate_280,1.889091178,2.347944377,10.3059946,9.59302808,6.004257846,3.154273793,0.423139569,0.449277751,0.1181674,0.746228031,0.811858362,1.810123531
Miotto_candidate_281,0,0,0,1.92139024,0.772575835,0,0,0,0,0,0,0
IGR467_Rodriguez_Rv1980c-Rv1981c,2.008948748,3.820279802,23.65942616,19.74249447,4.605091766,4.665670564,1.019969616,0.216595038,0.356050243,1.308194913,2.038508987,3.999661601
nrdF1,60.67522791,53.96928244,49.06400969,46.65666908,47.8853505,27.15711661,15.7161634,13.38541687,11.76332682,15.76719132,21.5439896,53.14739378
IGR468_Rodriguez_Rv1981c-Rv1982c,17.61244704,14.11556263,24.81018786,23.74153484,11.93285448,8.227799686,3.700167001,1.227729299,8.880104574,8.898315892,8.689295933,25.14458726
Miotto_candidate_283,0,0,0,0,0,0,0,0,0,0,0,0
vapC36,47.31935279,49.68250301,27.49316859,26.34591998,26.42393301,22.23558201,13.23580571,13.87626424,4.232081007,5.349582769,32.76621689,86.18989388
vapB36,92.71490899,84.91462283,54.88069047,49.76474337,60.6072422,47.91068323,53.78444376,72.1199236,10.24660761,12.98452369,60.95469908,158.1569428
PE_PGRS35,15.4721398,18.12327441,19.30387676,20.18204476,43.9889109,29.14202214,8.691089933,7.970942789,4.074344289,4.566444683,8.729534873,11.34538368
Miotto_candidate_1332,0,0,0,0,0,0,0,0,0,0,0,0
cfp21,51.86692,60.04706187,21.95370454,25.05445866,26.87477101,11.79893074,16.82154476,17.06431089,2.069555648,3.349624073,5.025080503,11.74504465
Miotto_candidate_284,0,0,0,0,0,0,0,0,0,0,0,0
IGR469_Rodriguez_Rv1984c-Rv1985c,0,0,0,0,0,0,0,0,0,0,0,0
RV1984a,35.71522419,41.23844123,21.10912438,20.76099584,58.36960933,27.5803444,36.50210742,44.33962964,12.98920609,10.13178555,9.295953971,22.70882248
IGR470_Rodriguez_Rv1984c-Rv1985c,0.286635055,0.302818994,0.632944929,1.167199678,2.581269728,1.849149462,0,0.231776933,0,0.349972705,0.872558053,3.890919739
IGR471_Rodriguez_Rv1984c-Rv1985c,24.09781855,33.55883355,15.72189993,17.17242527,29.14404376,8.126351475,22.10602004,17.93580963,10.77433467,7.522850768,5.501790149,9.293044913
Rv1985c,7.49934106,6.999036823,46.93231126,47.29948714,57.54080435,81.00937256,2.945274104,1.957905145,1.037074414,2.935818175,45.76050339,107.3232562
Rv1986,26.73397385,24.62524062,217.4540323,230.6725052,679.1488828,1468.90516,26.5494691,24.01479432,3.315777229,10.07950553,60.93538245,89.19836229
IGR472_Rodriguez_Rv1986-Rv1987,10.25342982,9.782525245,70.66750896,80.59934933,226.0154106,448.4026768,6.054323326,6.793555995,0.792539525,3.639922296,9.652625266,25.4763557
Rv1987,205.8961738,215.4821847,16.57607523,16.4773769,122.9683204,40.03300826,236.2953385,179.613076,12.54392394,19.72736583,5.745459176,15.09069186
IGR473_Rodriguez_Rv1987-Rv1988,114.8157136,114.8180922,15.80252506,17.03632679,84.46829126,26.17826669,82.16979835,78.34298055,10.53689611,14.97883175,9.288492335,23.69869423
erm(37),50.20784552,52.92266625,20.19211535,20.81506093,89.41492264,37.08024081,35.46849896,29.85201054,7.549583855,11.89291503,22.19981587,31.30172876
IGR474_Rodriguez_Rv1988-Rv1989c,30.34367481,38.6062003,15.13007718,9.566070554,38.4644139,13.05027397,27.58149751,21.63415755,1.214358595,3.585358664,7.349909212,21.25932317
IGR475_Rodriguez_Rv1988-Rv1989c,3.490888719,4.478274396,37.7168281,40.41167927,19.18877378,11.5819898,2.658554949,1.411389616,1.458358637,1.522238999,13.20754945,14.5545705
IGR476_Rodriguez_Rv1988-Rv1989c,2.329363358,1.640588982,12.85919761,9.485344221,5.403141122,3.00545305,1.478310392,2.197480036,0,0.474013663,1.890910615,7.641470855
Miotto_candidate_286,0,0,0,0,0,0,0,0,0,0,0,0
Rv1989c,32.25538506,32.86368776,92.23169705,91.36364711,83.87474369,50.22303124,22.19152074,22.63398841,9.883091592,8.210322217,80.51579979,82.22671668
Rv1990c,62.95410971,72.76156047,182.0854861,176.3072178,283.9046768,167.659462,143.0805622,150.3961211,31.13607321,32.57457929,192.7878747,205.3034699
IGR477_Rodriguez_Rv1990A-Rv1991c,2.510990131,3.221214917,28.51583469,23.22522588,8.075902365,6.711006761,2.595256022,1.885390139,0.667542151,1.970898915,4.367892941,3.895470522
mazF6,18.66866576,20.84974606,117.2920338,121.3427552,21.10587606,15.8287194,11.91561026,11.93281705,3.119619346,3.093454384,7.090229694,30.89277493
mazE6,18.35270153,22.64210457,138.7140754,135.6239151,29.04140487,27.17581342,21.29360664,23.30614799,3.994912324,4.962865942,10.19876689,44.30804386
IGR478_Rodriguez_Rv1991A-Rv1992c,9.020573789,5.400272066,47.80595816,44.07895255,9.846554756,1.939794044,3.892884033,4.6196324,3.836964971,2.937025834,5.308916935,21.22458571
ctpG,24.00890369,25.08468346,288.0802657,320.045043,36.35126086,51.77139439,28.45032605,21.40564056,20.86970973,24.30179633,53.34147807,178.9079672
Rv1993c,20.78366635,22.78796125,371.991936,342.6479261,36.78932546,49.86336513,42.09448229,38.88079276,7.347155453,10.08190599,98.90397582,315.9825897
Miotto_candidate_1334,0,0,0,0,0,0,0,0,0,0,0,0
cmtR,18.72842939,19.42282726,318.5166815,289.1719221,39.80821423,47.10928391,28.9185671,28.34300781,5.115953295,6.922989465,122.5496786,418.3692376
IGR479_Rodriguez_Rv1994c-Rv1995,0,0,0.981523296,0.36200106,0,0,0,0,0,0,0,0
Rv1995,1.557458443,1.898533148,35.8466877,39.71123343,6.538727767,2.88544364,0.821155226,0.645836766,0.934261002,1.218980449,2.455660123,3.794660006
Rv1996,391.1865433,482.4582686,533.8499031,565.3841833,1006.111985,1030.028197,3106.374557,2922.308197,773.7839139,673.0857376,169.6596755,369.2187139
IGR480_Rodriguez_Rv1996-Rv1997,70.95534583,76.01247816,92.25257871,92.48637883,330.3492508,244.7034458,381.1659533,398.4107665,75.01266519,69.42890934,32.39973127,83.82828838
ctpF,54.23097275,58.8426996,32.42981136,34.36093281,264.4821559,120.4333764,326.1343089,175.7725311,9.755462264,14.81763571,14.54385412,50.23359189
Miotto_candidate_1335,0,0,0,0,0,0,0,0,0,0,0,0
Rv1998c,11.40748495,11.63456298,8.062512784,8.197437122,10.6962478,6.315190492,4.118340637,4.117396404,1.154299308,1.349444302,2.18689775,3.107728173
Miotto_candidate_287,0,0,0,0,0,0,0,0,0,0,0,0
Miotto_candidate_288,0,0,0,0,0,0,0,0,0,0,0,0
